JobTitle,company,Applied,JobType,DaysPostedAgo,MatchPercentage,LinkToApply,NoOfSkillsJobDemanded,SkillsJobDemended,NoOfMatchedSkills,MatchedSkills,NoOfUnmatchedSkills,UnmatchedSkills,NoOfExtraSkillsYouHave,ExtraSkillsYouHave,MyTotalSkills
" SAP Concur iXp Intern- Sales Strategy, Data Analyst", SAP, , Internship,2,54.05,https://www.indeed.com/rc/clk?jk=45074cb38b5af1b2&fccid=156c7820d1988640&vjs=3,37,"Excel, Information Systems, Software, Data Visualization Tools, Technical, Support, SQL Queries, R, Data Visualization, Analysis, Web, Data Sets, Communication, C, Tableau, Data Science, Collaboration , Tools, Mobile, Operations, Database, Collaboration, Data Tools, Analytics, Data Mining, Innovation, Forecasting, Development, SQL, Leadership, Science, Relational Databases, Applications, Databases, Data, Organization, Design",20,"C, Data Mining, Forecasting, Excel, Development, SQL, Leadership, Science, Tableau, R, Data Science, Data Visualization, Tools, Data, Operations, Analysis, Data Sets, Technical, Analytics, Design",17,"Innovation, Support, SQL Queries, Organization, Information Systems, Relational Databases, Collaboration , Applications, Software, Mobile, Databases, Database, Web, Data Visualization Tools, Collaboration, Data Tools, Communication",88,"Toad, Tensorflow, Certifications, Code, Flume, Machine Learning Algorithms, Processing, Linux, Spyder, Data Analysis, Python, image classification, Coding, Java, Lumira, Sqoop, Pandas, Numpy, Programming, NLTK, SAP Design Studio, CNN, Statistical Analysis, Hadoop Streaming, Data Analytics, Mac, R-Studio, Quantitative, Statistics, SAP HANA, Oracle SQL Developer, BEX Query Designer and Analyzer, SAP NetWeaver, Translation, Exploratory Data Analysis, Big Data, Microsoft Azure, Pig, MS Visual Studio, Hadoop ecosystem, Management, Computer Science, Optimization, Decision making, sklearn, Convolutional Neural Network, Algorithms, Information Technology, Predictive Quantitative Analysis, Windows, Image Processing, Hadoop, Statistical Modelling, SAP Business Objects, MS Excel, Quantitative Analysis, Developer, Decision Analytics, Oracle, ETL, HANA, Computer, Jupyter Notebooks, PLSQL, Technology, Multivariate Analysis, sci-kit learn, Statistical Learning, Text Analytics, MapReduce, Keras, Reports, Data Warehousing, image classification problem, OLAP, C++, Big Data Analytics, SAS, Seaborn, Decision Making, Reporting, Enterprise Miner, C#, Spark, Matplotlib, Hive, Networks, Business Objects",108
 Intern - Fellow (Data Scientist) Summer 2018, BNSF, ," Temporary, Internship",9,54.05,https://www.indeed.com/rc/clk?jk=4d9a4664f5e00fed&fccid=0e5502aac81988bd&vjs=3,37,"Security, Languages, Problem Solving, Mathematics, Data Analytics, Large Data Sets, Assessment, Machine Learning Techniques, Analytical, Mac, Statistics, R, Data Visualization, Processing, Analysis, SAS, Data Sets, Communication, C,  concepts, Business Intelligence, Computer, Tableau, Personal, Research, Tools, Operations, Analytical , Engineering, Analytics, Science, SQL, Networks, Applications, Data, Math, Computer Science",20,"C, Science, SQL, Statistics, Computer, Tableau, R, Analytics, Networks, Data Visualization, Tools, Data, Processing, Data Analytics, Operations, Analysis, SAS, Data Sets, Mac, Computer Science",17," concepts, Math, Business Intelligence, Personal, Research, Applications, Security, Languages, Mathematics, Problem Solving, Large Data Sets, Assessment, Analytical , Engineering, Machine Learning Techniques, Communication, Analytical",88,"Toad, Tensorflow, Excel, Certifications, Code, Technical, Flume, Machine Learning Algorithms, Linux, Spyder, Data Analysis, Python, image classification, Coding, Java, Data Mining, Lumira, Sqoop, Pandas, Numpy, Programming, NLTK, SAP Design Studio, CNN, Statistical Analysis, Hadoop Streaming, R-Studio, Quantitative, SAP HANA, Oracle SQL Developer, BEX Query Designer and Analyzer, SAP NetWeaver, Translation, Exploratory Data Analysis, Big Data, Microsoft Azure, Pig, MS Visual Studio, Hadoop ecosystem, Management, Design, Optimization, Decision making, sklearn, Convolutional Neural Network, Algorithms, Information Technology, Predictive Quantitative Analysis, Windows, Image Processing, Hadoop, Statistical Modelling, SAP Business Objects, MS Excel, Quantitative Analysis, Developer, Decision Analytics, Oracle, ETL, HANA, Jupyter Notebooks, Data Science, PLSQL, Leadership, Technology, Forecasting, Development, Multivariate Analysis, sci-kit learn, Statistical Learning, Text Analytics, MapReduce, Keras, Reports, Data Warehousing, image classification problem, OLAP, C++, Big Data Analytics, Seaborn, Decision Making, Reporting, Enterprise Miner, C#, Spark, Matplotlib, Hive, Business Objects",108
 Student / Intern, Oracle, ," Part-time, Internship",17,54.05,https://www.indeed.com/rc/clk?jk=f8fef7fbb18afc24&fccid=cd22d01053af7669&vjs=3,37,"Excel, Software, Financial, Mathematics, Code, Machine Learning Techniques, Analytical, Mac, Statistics, R, Developer, Researching, Communication, C,  concepts, Oracle, Python, Computer, Research, Engineering, Database, Analytical , Spark, Java, Analytics, Science, Development, SQL, Oral Communication, Networks, Applications, Databases, Data, Javascript, Math, Management, Computer Science",20,"C, Science, Oracle, Excel, Development, Python, SQL, Statistics, Computer, Analytics, R, Networks, Data, Developer, Code, Java, Spark, Management, Mac, Computer Science",17," concepts, Math, Research, Oral Communication, Applications, Software, Financial, Mathematics, Databases, Engineering, Database, Analytical , Javascript, Researching, Machine Learning Techniques, Communication, Analytical",88,"Toad, Tensorflow, Certifications, Technical, Flume, Machine Learning Algorithms, Processing, Linux, Spyder, Data Analysis, image classification, Coding, Data Mining, Lumira, Sqoop, Pandas, Numpy, Programming, NLTK, SAP Design Studio, CNN, Statistical Analysis, Hadoop Streaming, Data Analytics, R-Studio, Quantitative, Tableau, SAP HANA, Oracle SQL Developer, BEX Query Designer and Analyzer, SAP NetWeaver, Translation, Exploratory Data Analysis, Big Data, Microsoft Azure, Pig, MS Visual Studio, Hadoop ecosystem, Design, Optimization, Decision making, sklearn, Convolutional Neural Network, Algorithms, Information Technology, Predictive Quantitative Analysis, Windows, Image Processing, Hadoop, Statistical Modelling, SAP Business Objects, Data Visualization, MS Excel, Quantitative Analysis, Decision Analytics, ETL, HANA, Jupyter Notebooks, Data Science, Tools, PLSQL, Leadership, Technology, Forecasting, Multivariate Analysis, sci-kit learn, Statistical Learning, Text Analytics, MapReduce, Keras, Reports, Data Warehousing, image classification problem, OLAP, C++, Big Data Analytics, Analysis, SAS, Data Sets, Seaborn, Decision Making, Reporting, Enterprise Miner, Operations, C#, Matplotlib, Hive, Business Objects",108
 Technical Operations Performance Analytics Intern - Fall 2018, Southwest Airlines, ," Full-time, Internship",18,54,https://www.indeed.com/rc/clk?jk=0eddb2f3dabdc51c&fccid=96b867feb66827c1&vjs=3,50,"Excel, Effectiveness, Information Systems, Team Oriented, Languages, Problem Solving, Reports, Code, Technical, Support, Organization, R, Analyze Data, SAP Business Objects, Writing, Processing, Verbal, Analysis, SAS, Communication, C, Oracle, Business Intelligence, Computer, Verbal Communication, Verbal communication, Research, Personal, Tools, Creativity, Operations, Engineering, Java, Analytics, Data Mining, Technology, Development, Programming Languages, SQL, Innovation, Leadership, Process Mapping, Science, Microsoft Excel, Data, Programming, Business Objects, XML, Management, Computer Science",27,"Excel, Reports, Code, Technical, R, SAP Business Objects, Processing, Analysis, SAS, C, Oracle, Computer, Tools, Operations, Java, Analytics, Data Mining, Technology, Development, Leadership, SQL, Science, Data, Programming, Business Objects, Management, Computer Science",23,"Effectiveness, Information Systems, Team Oriented, Languages, Problem Solving, Support, Analyze Data, Writing, Verbal, Communication, Business Intelligence, Verbal Communication, Verbal communication, Research, Personal, Creativity, Engineering, Innovation, Programming Languages, Process Mapping, Microsoft Excel, Organization, XML",81,"Toad, Statistical Learning, Tensorflow, Optimization, Statistical Analysis, Decision making, Text Analytics, sklearn, Hadoop Streaming, MapReduce, Keras, Hadoop ecosystem, Certifications, Data Analytics, Convolutional Neural Network, Algorithms, Information Technology, Predictive Quantitative Analysis, Mac, Windows, R-Studio, Image Processing, Flume, Quantitative, Hadoop, Statistics, Statistical Modelling, Data Warehousing, image classification problem, OLAP, Data Visualization, Machine Learning Algorithms, C++, MS Excel, Quantitative Analysis, Big Data Analytics, Developer, Decision Analytics, Data Sets, Linux, Spyder, Seaborn, ETL, Data Analysis, Python, HANA, Tableau, image classification, Jupyter Notebooks, Data Science, Decision Making, Reporting, Enterprise Miner, SAP HANA, PLSQL, C#, Coding, Spark, Oracle SQL Developer, BEX Query Designer and Analyzer, Forecasting, Lumira, Matplotlib, Sqoop, SAP NetWeaver, Multivariate Analysis, Pandas, Translation, Hive, Networks, Numpy, Exploratory Data Analysis, Big Data, Microsoft Azure, Pig, sci-kit learn, MS Visual Studio, NLTK, SAP Design Studio, CNN, Design",108
 Data Science Intern - QuantumBlack, McKinsey & Company, , Internship,2,53.85,https://www.indeed.com/rc/clk?jk=ee055efd8da49ca0&fccid=6576e7250aa78c3c&vjs=3,39,"Software Engineering, Presentation, Software, Mathematics, Code, Mac, Analytical, Support, Statistics, Statistical Modelling, R, Metrics, Analysis, iOS, Communication, C,  concepts, Data Analysis, Python, NoSQL, Computer, Project Management, Data Science, Design, Engineering, Analytical , Analytics, Leadership, Science, Development, SQL, Automotive, Data, Programming, Math, Organization, Mentoring, Management, Computer Science",21,"Code, Mac, Statistics, Statistical Modelling, R, Analysis, C, Data Analysis, Python, Computer, Data Science, Design, Analytics, Leadership, Science, Development, SQL, Data, Programming, Management, Computer Science",18," concepts, Software Engineering, Support, NoSQL, Automotive, Project Management, Presentation, Metrics, Software, Mathematics, Engineering, Analytical , Math, Organization, iOS, Mentoring, Communication, Analytical",87,"Toad, Tensorflow, Excel, Certifications, Technical, Flume, Machine Learning Algorithms, Processing, Linux, Spyder, image classification, Coding, Java, Data Mining, Lumira, Sqoop, Pandas, Numpy, NLTK, SAP Design Studio, CNN, Statistical Analysis, Hadoop Streaming, Data Analytics, R-Studio, Quantitative, Tableau, SAP HANA, Oracle SQL Developer, BEX Query Designer and Analyzer, SAP NetWeaver, Translation, Exploratory Data Analysis, Big Data, Microsoft Azure, Pig, MS Visual Studio, Hadoop ecosystem, Optimization, Decision making, sklearn, Convolutional Neural Network, Algorithms, Information Technology, Predictive Quantitative Analysis, Windows, Image Processing, Hadoop, SAP Business Objects, Data Visualization, MS Excel, Quantitative Analysis, Developer, Decision Analytics, Oracle, ETL, HANA, Jupyter Notebooks, Tools, PLSQL, Technology, Forecasting, Multivariate Analysis, sci-kit learn, Statistical Learning, Text Analytics, MapReduce, Keras, Reports, Data Warehousing, image classification problem, OLAP, C++, Big Data Analytics, SAS, Data Sets, Seaborn, Decision Making, Reporting, Enterprise Miner, Operations, C#, Spark, Matplotlib, Hive, Networks, Business Objects",108
 Software Engineering Intern - Summer, Tempus, ," Full-time, Temporary, Internship",14,53.85,https://www.indeed.com/rc/clk?jk=c38f1c90188bab9b&fccid=8525bdcf5722dd27&vjs=3,26,"User Interface, Software, Languages, Problem Solving, Large Data Sets, Hadoop, Data Visualizations, AWS, R, Data Visualization, Processing, Data Sets, Software Development, C,  concepts, Personal, Research, Data Science, Spark, Science, Development, Translation, Data, Programming, Visualizations, Design",14,"C, Science, Development, Hadoop, R, Translation, Data Science, Data Visualization, Data, Processing, Programming, Spark, Data Sets, Design",12," concepts, Data Visualizations, User Interface, AWS, Personal, Research, Software, Languages, Large Data Sets, Problem Solving, Visualizations, Software Development",94,"Toad, Tensorflow, Excel, Certifications, Code, Technical, Flume, Machine Learning Algorithms, Linux, Spyder, Data Analysis, Python, image classification, Coding, Java, Analytics, Data Mining, SQL, Lumira, Sqoop, Pandas, Numpy, NLTK, SAP Design Studio, CNN, Statistical Analysis, Hadoop Streaming, Data Analytics, Mac, R-Studio, Quantitative, Statistics, Tableau, SAP HANA, Oracle SQL Developer, BEX Query Designer and Analyzer, SAP NetWeaver, Exploratory Data Analysis, Big Data, Microsoft Azure, Pig, MS Visual Studio, Hadoop ecosystem, Management, Computer Science, Optimization, Decision making, sklearn, Convolutional Neural Network, Algorithms, Information Technology, Predictive Quantitative Analysis, Windows, Image Processing, Statistical Modelling, SAP Business Objects, MS Excel, Quantitative Analysis, Developer, Decision Analytics, Oracle, ETL, HANA, Computer, Jupyter Notebooks, Tools, PLSQL, Leadership, Technology, Forecasting, Multivariate Analysis, sci-kit learn, Statistical Learning, Text Analytics, MapReduce, Keras, Reports, Data Warehousing, image classification problem, OLAP, C++, Big Data Analytics, Analysis, SAS, Seaborn, Decision Making, Reporting, Enterprise Miner, Operations, C#, Matplotlib, Hive, Networks, Business Objects",108
 2018 Payments Risk Internship (Undergraduate), Discover Financial Services, ," Full-time, Internship",17,53.85,https://www.indeed.com/rc/clk?jk=3e90e1256175bb93&fccid=6ce7e0d9f67a9961&vjs=3,26,"Excel, Security, Financial, Mathematics, Support, Planning, Quantitative, R, Review, Goals, Verbal, SAS, Communication, C, Confidence, Computer, Reporting, Design, Written Communication, Analytics, Science, Networks, Data, Math, Management, Computer Science",14,"C, Science, Excel, Quantitative, Computer, R, Networks, Reporting, Data, Computer Science, SAS, Management, Analytics, Design",12,"Confidence, Support, Planning, Review, Security, Financial, Mathematics, Goals, Math, Verbal, Written Communication, Communication",94,"Toad, Tensorflow, Certifications, Code, Technical, Flume, Machine Learning Algorithms, Processing, Linux, Spyder, Data Analysis, Python, image classification, Coding, Java, Data Mining, SQL, Lumira, Sqoop, Pandas, Numpy, Programming, NLTK, SAP Design Studio, CNN, Statistical Analysis, Hadoop Streaming, Data Analytics, Mac, R-Studio, Statistics, Tableau, SAP HANA, Oracle SQL Developer, BEX Query Designer and Analyzer, SAP NetWeaver, Translation, Exploratory Data Analysis, Big Data, Microsoft Azure, Pig, MS Visual Studio, Hadoop ecosystem, Optimization, Decision making, sklearn, Convolutional Neural Network, Algorithms, Information Technology, Predictive Quantitative Analysis, Windows, Image Processing, Hadoop, Statistical Modelling, SAP Business Objects, Data Visualization, MS Excel, Quantitative Analysis, Developer, Decision Analytics, Oracle, ETL, HANA, Jupyter Notebooks, Data Science, Tools, PLSQL, Leadership, Technology, Forecasting, Development, Multivariate Analysis, sci-kit learn, Statistical Learning, Text Analytics, MapReduce, Keras, Reports, Data Warehousing, image classification problem, OLAP, C++, Big Data Analytics, Analysis, Data Sets, Seaborn, Decision Making, Enterprise Miner, Operations, C#, Spark, Matplotlib, Hive, Business Objects",108
 CS Business Analyst Intern [S], Amazon.com, , Internship,1,53.66,https://www.indeed.com/rc/clk?jk=482dc464cd2e54cb&fccid=fe2d21eef233e94a&vjs=3,41,"Excel, Statistical Analysis, Decision making, Problem Solving, Mathematics, Visio, Analytical, Customer Service, Data Management, Quantitative, Statistics, R, Metrics, Analysis, SAS, Data Sets, Communication, C, Python, Computer, Project Management, Decision Making, Trends, Reporting, Tools, Engineering, Analytical , SPSS, Vision, Leadership, Science, Development, SQL, Organizational, Oral Communication, Data, Multitasking, Math, Organization, Management, Computer Science",22,"Excel, Statistical Analysis, Decision making, Quantitative, Statistics, R, Analysis, SAS, Data Sets, C, Python, Computer, Decision Making, Reporting, Tools, Leadership, Science, Development, SQL, Data, Management, Computer Science",19,"Data Management, Math, Organization, Project Management, Organizational, Oral Communication, Metrics, Trends, Mathematics, Problem Solving, Engineering, Visio, Analytical , SPSS, Multitasking, Vision, Communication, Analytical, Customer Service",86,"Toad, Tensorflow, Certifications, Code, Technical, Flume, Machine Learning Algorithms, Processing, Linux, Spyder, Data Analysis, image classification, Coding, Java, Analytics, Data Mining, Lumira, Sqoop, Pandas, Numpy, Programming, NLTK, SAP Design Studio, CNN, Hadoop Streaming, Data Analytics, Mac, R-Studio, Tableau, SAP HANA, Oracle SQL Developer, BEX Query Designer and Analyzer, SAP NetWeaver, Translation, Exploratory Data Analysis, Big Data, Microsoft Azure, Pig, MS Visual Studio, Hadoop ecosystem, Design, Optimization, sklearn, Convolutional Neural Network, Algorithms, Information Technology, Predictive Quantitative Analysis, Windows, Image Processing, Hadoop, Statistical Modelling, SAP Business Objects, Data Visualization, MS Excel, Quantitative Analysis, Developer, Decision Analytics, Oracle, ETL, HANA, Jupyter Notebooks, Data Science, PLSQL, Technology, Forecasting, Multivariate Analysis, sci-kit learn, Statistical Learning, Text Analytics, MapReduce, Keras, Reports, Data Warehousing, image classification problem, OLAP, C++, Big Data Analytics, Seaborn, Enterprise Miner, Operations, C#, Spark, Matplotlib, Hive, Networks, Business Objects",108
" Intern, Business Intelligence - IT- Part-Time", SiriusXM, ," Part-time, Internship",7,53.66,https://www.indeed.com/rc/clk?jk=3d33d07a196ba242&fccid=b5fc75bedf8760d1&vjs=3,41,"Excel, Data Manipulation, Multi-Tasking, Problem Solving, Mathematics, Reports, Implementation, Information Technology, Technical, Support, Statistics, R, Goals, Processing, Verbal, Analysis, iOS, Legal, SAS, Communication, C, ETL, Data Analysis, Python, Business Intelligence, Computer, Engineering, Flexibility, Java, Work Independently, Technology, PowerPoint, Development, SQL, Science, Supervisory, Data,  Maintain, Programming, Math, Computer Science",22,"Excel, Reports, Information Technology, Technical, Statistics, R, Processing, Analysis, SAS, C, ETL, Data Analysis, Python, Computer, Java, Technology, Development, Science, SQL, Data, Programming, Computer Science",19,"PowerPoint, Support, Math, Business Intelligence, Supervisory, Data Manipulation, Goals, Multi-Tasking, Mathematics, Problem Solving, Implementation, Legal, Engineering, Verbal, iOS,  Maintain, Work Independently, Communication, Flexibility",86,"Toad, Tensorflow, Certifications, Code, Flume, Machine Learning Algorithms, Linux, Spyder, image classification, Coding, Analytics, Data Mining, Lumira, Sqoop, Pandas, Numpy, NLTK, SAP Design Studio, CNN, Statistical Analysis, Hadoop Streaming, Data Analytics, Mac, R-Studio, Quantitative, Tableau, SAP HANA, Oracle SQL Developer, BEX Query Designer and Analyzer, SAP NetWeaver, Translation, Exploratory Data Analysis, Big Data, Microsoft Azure, Pig, MS Visual Studio, Hadoop ecosystem, Management, Design, Optimization, Decision making, sklearn, Convolutional Neural Network, Algorithms, Predictive Quantitative Analysis, Windows, Image Processing, Hadoop, Statistical Modelling, SAP Business Objects, Data Visualization, MS Excel, Quantitative Analysis, Developer, Decision Analytics, Oracle, HANA, Jupyter Notebooks, Data Science, Tools, PLSQL, Leadership, Forecasting, Multivariate Analysis, sci-kit learn, Statistical Learning, Text Analytics, MapReduce, Keras, Data Warehousing, image classification problem, OLAP, C++, Big Data Analytics, Data Sets, Seaborn, Decision Making, Reporting, Enterprise Miner, Operations, C#, Spark, Matplotlib, Hive, Networks, Business Objects",108
 Intern - Secondary Marketing Analytics, AmeriHome Mortgage, ," Full-time, Internship",10,53.66,https://www.indeed.com/rc/clk?jk=ca775cb7b000b982&fccid=d58402f920654fe2&vjs=3,41,"Excel, Presentation, Accounting, Languages, Time Management, Financial, Technical, Support, Quantitative, Statistics, R, C++, MS Excel, Verbal, Legal, SAS, Matlab, Communication, Statistical Modeling, C, Presentations, Python, EDA, Computer, Verbal Communication, Verbal communication, Tools, Operations, Engineering, C#, Java, Analytics, Science, Programming Languages, SQL, Applications, Data, Programming, Mentoring, Management, Computer Science",22,"Excel, Technical, Quantitative, Statistics, R, C++, MS Excel, SAS, C, Python, Computer, Tools, Operations, C#, Java, Analytics, Science, SQL, Data, Programming, Management, Computer Science",19,"Presentations, Support, Programming Languages, EDA, Verbal Communication, Verbal communication, Mentoring, Presentation, Applications, Financial, Accounting, Languages, Time Management, Legal, Engineering, Verbal, Matlab, Communication, Statistical Modeling",86,"Toad, Tensorflow, Certifications, Code, Flume, Machine Learning Algorithms, Processing, Linux, Spyder, Data Analysis, image classification, Coding, Data Mining, Lumira, Sqoop, Pandas, Numpy, NLTK, SAP Design Studio, CNN, Statistical Analysis, Hadoop Streaming, Data Analytics, Mac, R-Studio, Tableau, SAP HANA, Oracle SQL Developer, BEX Query Designer and Analyzer, SAP NetWeaver, Translation, Exploratory Data Analysis, Big Data, Microsoft Azure, Pig, MS Visual Studio, Hadoop ecosystem, Design, Optimization, Decision making, sklearn, Convolutional Neural Network, Algorithms, Information Technology, Predictive Quantitative Analysis, Windows, Image Processing, Hadoop, Statistical Modelling, SAP Business Objects, Data Visualization, Quantitative Analysis, Developer, Decision Analytics, Oracle, ETL, HANA, Jupyter Notebooks, Data Science, PLSQL, Leadership, Technology, Forecasting, Development, Multivariate Analysis, sci-kit learn, Statistical Learning, Text Analytics, MapReduce, Keras, Reports, Data Warehousing, image classification problem, OLAP, Big Data Analytics, Analysis, Data Sets, Seaborn, Decision Making, Reporting, Enterprise Miner, Spark, Matplotlib, Hive, Networks, Business Objects",108
" Marketing Analytics, Intern", Ancestry, ," Full-time, Internship",6,53.57,https://www.indeed.com/rc/clk?jk=27f93abf456fcbb1&fccid=8a644f7a25dca5dc&vjs=3,28,"Excel, Decision making, Presentation, Email, Support, Data Visualizations, R, Internet, Data Visualization, Web, Analysis, Communication, C, Presentations, Python, Tableau, Personal, Decision Making, Engineering, Collaboration, Analytics, Technology, Science, SQL, Data, Medical, Visualizations, Design",15,"C, Technology, Science, Excel, SQL, Decision making, Python, Tableau, R, Decision Making, Data Visualization, Data, Analysis, Analytics, Design",13,"Presentations, Support, Data Visualizations, Personal, Presentation, Internet, Medical, Email, Engineering, Visualizations, Web, Collaboration, Communication",93,"Toad, Tensorflow, Certifications, Code, Technical, Flume, Machine Learning Algorithms, Processing, Linux, Spyder, Data Analysis, image classification, Coding, Java, Data Mining, Lumira, Sqoop, Pandas, Numpy, Programming, NLTK, SAP Design Studio, CNN, Statistical Analysis, Hadoop Streaming, Data Analytics, Mac, R-Studio, Quantitative, Statistics, SAP HANA, Oracle SQL Developer, BEX Query Designer and Analyzer, SAP NetWeaver, Translation, Exploratory Data Analysis, Big Data, Microsoft Azure, Pig, MS Visual Studio, Hadoop ecosystem, Management, Computer Science, Optimization, sklearn, Convolutional Neural Network, Algorithms, Information Technology, Predictive Quantitative Analysis, Windows, Image Processing, Hadoop, Statistical Modelling, SAP Business Objects, MS Excel, Quantitative Analysis, Developer, Decision Analytics, Oracle, ETL, HANA, Computer, Jupyter Notebooks, Data Science, Tools, PLSQL, Leadership, Forecasting, Development, Multivariate Analysis, sci-kit learn, Statistical Learning, Text Analytics, MapReduce, Keras, Reports, Data Warehousing, image classification problem, OLAP, C++, Big Data Analytics, SAS, Data Sets, Seaborn, Reporting, Enterprise Miner, Operations, C#, Spark, Matplotlib, Hive, Networks, Business Objects",108
" Analytics, Resiliency and Reliability Intern", National Rural Electric Cooperative Association (NRECA), , Internship,17,53.57,https://www.indeed.com/rc/clk?jk=3b0c46f47a01c13e&fccid=f0b2666853f4549a&vjs=3,28,"Excel, Documentation, Software, Microsoft Word, Organizational Skills, Information Technology, R, Data Visualization, Verbal, Analysis, Software Development, Communication, C, Computer, Attention to Detail, Reporting, Design, Database, Analytics, Attention to Detail , Technology, Development, Science, Organizational, Data,  Maintain, Organization, Computer Science",15,"C, Technology, Development, Excel, Science, Computer, R, Data Visualization, Reporting, Data, Computer Science, Analysis, Information Technology, Analytics, Design",13,"Attention to Detail , Communication, Documentation, Organization, Organizational, Attention to Detail, Software, Microsoft Word, Organizational Skills,  Maintain, Database, Verbal, Software Development",93,"Toad, Tensorflow, Certifications, Code, Technical, Flume, Machine Learning Algorithms, Processing, Linux, Spyder, Data Analysis, Python, image classification, Coding, Java, Data Mining, SQL, Lumira, Sqoop, Pandas, Numpy, Programming, NLTK, SAP Design Studio, CNN, Statistical Analysis, Hadoop Streaming, Data Analytics, Mac, R-Studio, Quantitative, Statistics, Tableau, SAP HANA, Oracle SQL Developer, BEX Query Designer and Analyzer, SAP NetWeaver, Translation, Exploratory Data Analysis, Big Data, Microsoft Azure, Pig, MS Visual Studio, Hadoop ecosystem, Management, Optimization, Decision making, sklearn, Convolutional Neural Network, Algorithms, Predictive Quantitative Analysis, Windows, Image Processing, Hadoop, Statistical Modelling, SAP Business Objects, MS Excel, Quantitative Analysis, Developer, Decision Analytics, Oracle, ETL, HANA, Jupyter Notebooks, Data Science, Tools, PLSQL, Leadership, Forecasting, Multivariate Analysis, sci-kit learn, Statistical Learning, Text Analytics, MapReduce, Keras, Reports, Data Warehousing, image classification problem, OLAP, C++, Big Data Analytics, SAS, Data Sets, Seaborn, Decision Making, Enterprise Miner, Operations, C#, Spark, Matplotlib, Hive, Networks, Business Objects",108
" College Intern, Information Technology - Data Science", Beckman Coulter - Diagnostics, ," Full-time, Internship",0.79,53.49,https://www.indeed.com/rc/clk?jk=33ab3b7550b9e541&fccid=06d9b5b9a02cdc5d&vjs=3,43,"Excel, Logic, Testing, Implementation, Information Technology, Mac, Quantitative, Statistics, AWS, R, Analysis, SAS, Communication, C, Data Science Tools, Data Analysis, Python, EDA, Diagnostics, Computer, Research, Data Science, Trends, Tools, Design, SPSS, Database, Data Trends, Data Mining, Technology, Development, Leadership, SQL, Data Profiling, Science, Relational Databases, Applications, Databases, Data, Medical, Math, Organization, Computer Science",23,"Excel, Computer Science, Information Technology, Mac, Quantitative, Statistics, R, Analysis, SAS, C, Data Analysis, Python, Computer, Data Science, Tools, Data Mining, Technology, Development, Science, SQL, Leadership, Data, Design",20,"Data Science Tools, Math, Logic, EDA, Testing, AWS, Diagnostics, Research, Data Profiling, Relational Databases, Trends, Applications, Databases, Medical, Implementation, SPSS, Database, Organization, Communication, Data Trends",85,"Toad, Tensorflow, Certifications, Code, Technical, Flume, Machine Learning Algorithms, Processing, Linux, Spyder, image classification, Coding, Java, Analytics, Lumira, Sqoop, Pandas, Numpy, Programming, NLTK, SAP Design Studio, CNN, Statistical Analysis, Hadoop Streaming, Data Analytics, R-Studio, Tableau, SAP HANA, Oracle SQL Developer, BEX Query Designer and Analyzer, SAP NetWeaver, Translation, Exploratory Data Analysis, Big Data, Microsoft Azure, Pig, MS Visual Studio, Hadoop ecosystem, Management, Optimization, Decision making, sklearn, Convolutional Neural Network, Algorithms, Predictive Quantitative Analysis, Windows, Image Processing, Hadoop, Statistical Modelling, SAP Business Objects, Data Visualization, MS Excel, Quantitative Analysis, Developer, Decision Analytics, Oracle, ETL, HANA, Jupyter Notebooks, PLSQL, Forecasting, Multivariate Analysis, sci-kit learn, Statistical Learning, Text Analytics, MapReduce, Keras, Reports, Data Warehousing, image classification problem, OLAP, C++, Big Data Analytics, Data Sets, Seaborn, Decision Making, Reporting, Enterprise Miner, Operations, C#, Spark, Matplotlib, Hive, Networks, Business Objects",108
